code,start_year,end_year,span_years,elasticity,covid
090111,2017,2017,1,,0.0
090111,2018,2018,1,,0.0
090111,2019,2019,1,,0.0
090111,2020,2020,1,,1.0
090111,2021,2021,1,,1.0
090111,2022,2022,1,,1.0
090111,2023,2023,1,,1.0
090111,2017,2018,2,,0.0
090111,2018,2019,2,,0.0
090111,2019,2020,2,,-1.0
090111,2020,2021,2,0.2508906461727918,1.0
090111,2021,2022,2,,1.0
090111,2022,2023,2,,1.0
090111,2017,2019,3,-0.13736577257076893,0.0
090111,2018,2020,3,,-1.0
090111,2019,2021,3,0.6777466261616569,-1.0
090111,2020,2022,3,0.2508906461727918,1.0
090111,2021,2023,3,,1.0
090111,2017,2020,4,-0.1834784242610447,-1.0
090111,2018,2021,4,0.6777466261616569,-1.0
090111,2019,2022,4,0.6777466261616569,-1.0
090111,2020,2023,4,0.2508906461727918,1.0
090111,2017,2021,5,-0.22720143316235053,-1.0
090111,2018,2022,5,0.6777466261616569,-1.0
090111,2019,2023,5,0.6777466261616569,-1.0
090111,2017,2022,6,-0.22720143316235053,-1.0
090111,2018,2023,6,0.6777466261616569,-1.0
090111,2017,2023,7,-0.22720143316235053,-1.0
090121,2017,2017,1,,0.0
090121,2018,2018,1,,0.0
090121,2019,2019,1,,0.0
090121,2020,2020,1,,1.0
090121,2021,2021,1,,1.0
090121,2022,2022,1,,1.0
090121,2023,2023,1,,1.0
090121,2017,2018,2,-0.17859042299574202,0.0
090121,2018,2019,2,-0.36105881599572603,0.0
090121,2019,2020,2,0.34890648036928157,-1.0
090121,2020,2021,2,-0.12310763955011512,1.0
090121,2021,2022,2,0.04662715257153692,1.0
090121,2022,2023,2,-0.7991383733714981,1.0
090121,2017,2019,3,-0.057001544697583464,0.0
090121,2018,2020,3,-0.20799821093608664,-1.0
090121,2019,2021,3,-0.2580447948922469,-1.0
090121,2020,2022,3,-0.10298453225802731,1.0
090121,2021,2023,3,-0.5885356673131351,1.0
090121,2017,2020,4,-0.09334907990611281,-1.0
090121,2018,2021,4,-0.19517769639009883,-1.0
090121,2019,2022,4,-0.20511709807466394,-1.0
090121,2020,2023,4,-0.23994219555173738,1.0
090121,2017,2021,5,-0.14870585754544222,-1.0
090121,2018,2022,5,-0.17198954518045995,-1.0
090121,2019,2023,5,-0.2513355829567454,-1.0
090121,2017,2022,6,-0.15568110875142274,-1.0
090121,2018,2023,6,-0.22511605672561877,-1.0
090121,2017,2023,7,-0.18463052830794732,-1.0
090122,2017,2017,1,,0.0
090122,2018,2018,1,,0.0
090122,2019,2019,1,,0.0
090122,2020,2020,1,,1.0
090122,2021,2021,1,,1.0
090122,2022,2022,1,,1.0
090122,2023,2023,1,,1.0
090122,2017,2018,2,,0.0
090122,2018,2019,2,0.09232110283635869,0.0
090122,2019,2020,2,4.073631650745504,-1.0
090122,2020,2021,2,-1.3853849902216366,1.0
090122,2021,2022,2,-0.47639907403319603,1.0
090122,2022,2023,2,,1.0
090122,2017,2019,3,0.09232110283635869,0.0
090122,2018,2020,3,-1.6598538879385054,-1.0
090122,2019,2021,3,0.24802130796919789,-1.0
090122,2020,2022,3,2.9314603425718957,1.0
090122,2021,2023,3,-0.47639907403319603,1.0
090122,2017,2020,4,-1.6598538879385054,-1.0
090122,2018,2021,4,1.8450075607295289,-1.0
090122,2019,2022,4,2.024432895763886,-1.0
090122,2020,2023,4,2.9314603425718957,1.0
090122,2017,2021,5,1.8450075607295289,-1.0
090122,2018,2022,5,-0.9307249601359874,-1.0
090122,2019,2023,5,2.024432895763886,-1.0
090122,2017,2022,6,-0.9307249601359874,-1.0
090122,2018,2023,6,-0.9307249601359874,-1.0
090122,2017,2023,7,-0.9307249601359874,-1.0
090190,2017,2017,1,,0.0
090190,2018,2018,1,,0.0
090190,2019,2019,1,,0.0
090190,2020,2020,1,,1.0
090190,2021,2021,1,,1.0
090190,2022,2022,1,,1.0
090190,2023,2023,1,,1.0
090190,2017,2018,2,,0.0
090190,2018,2019,2,,0.0
090190,2019,2020,2,,-1.0
090190,2020,2021,2,,1.0
090190,2021,2022,2,,1.0
090190,2022,2023,2,,1.0
090190,2017,2019,3,,0.0
090190,2018,2020,3,-0.5389782137395384,-1.0
090190,2019,2021,3,,-1.0
090190,2020,2022,3,,1.0
090190,2021,2023,3,,1.0
090190,2017,2020,4,-0.5389782137395384,-1.0
090190,2018,2021,4,-0.5389782137395384,-1.0
090190,2019,2022,4,,-1.0
090190,2020,2023,4,,1.0
090190,2017,2021,5,-0.5389782137395384,-1.0
090190,2018,2022,5,-0.5389782137395384,-1.0
090190,2019,2023,5,,-1.0
090190,2017,2022,6,-0.5389782137395384,-1.0
090190,2018,2023,6,-0.5389782137395384,-1.0
090190,2017,2023,7,-0.5389782137395384,-1.0
090210,2017,2017,1,,0.0
090210,2018,2018,1,,0.0
090210,2019,2019,1,0.0,0.0
090210,2020,2020,1,0.7250000000000001,1.0
090210,2021,2021,1,0.4230769230769231,1.0
090210,2022,2022,1,,1.0
090210,2023,2023,1,-0.14285714285714288,1.0
090210,2017,2018,2,-0.6950443331596836,0.0
090210,2018,2019,2,-0.28785899984548996,0.0
090210,2019,2020,2,0.1591634852854002,-1.0
090210,2020,2021,2,0.34925465812748,1.0
090210,2021,2022,2,0.16927936284311051,1.0
090210,2022,2023,2,-0.2567798820140145,1.0
090210,2017,2019,3,0.2461171682122662,0.0
090210,2018,2020,3,-0.21521593940390107,-1.0
090210,2019,2021,3,0.44133538170312137,-1.0
090210,2020,2022,3,0.37891200647781614,1.0
090210,2021,2023,3,-0.2266847967676484,1.0
090210,2017,2020,4,0.054864985247423156,-1.0
090210,2018,2021,4,-0.7145334655578663,-1.0
090210,2019,2022,4,0.4600856568897094,-1.0
090210,2020,2023,4,-0.7408451261308036,1.0
090210,2017,2021,5,-0.32899740080148626,-1.0
090210,2018,2022,5,-1.0600456559054954,-1.0
090210,2019,2023,5,-0.9360356473409696,-1.0
090210,2017,2022,6,-0.601609570755744,-1.0
090210,2018,2023,6,-0.561837578499355,-1.0
090210,2017,2023,7,-0.4272243932108215,-1.0
090220,2017,2017,1,,0.0
090220,2018,2018,1,,0.0
090220,2019,2019,1,1.0,0.0
090220,2020,2020,1,-0.0,1.0
090220,2021,2021,1,-0.875,1.0
090220,2022,2022,1,,1.0
090220,2023,2023,1,-0.4375,1.0
090220,2017,2018,2,-0.46748826606848065,0.0
090220,2018,2019,2,1.7463829141478882,0.0
090220,2019,2020,2,-1.1828443246286147,-1.0
090220,2020,2021,2,-0.3518540082154605,1.0
090220,2021,2022,2,-4.062673394683949,1.0
090220,2022,2023,2,-0.4146281291365183,1.0
090220,2017,2019,3,0.3406661157914325,0.0
090220,2018,2020,3,-0.5573145743283807,-1.0
090220,2019,2021,3,-0.5214174572958474,-1.0
090220,2020,2022,3,-0.4286060180252002,1.0
090220,2021,2023,3,-0.33018423319555384,1.0
090220,2017,2020,4,-0.4114977915899635,-1.0
090220,2018,2021,4,-0.4572756189885389,-1.0
090220,2019,2022,4,-0.5425140067154778,-1.0
090220,2020,2023,4,-0.526217568435059,1.0
090220,2017,2021,5,-0.4298295536664039,-1.0
090220,2018,2022,5,-0.49143684552868144,-1.0
090220,2019,2023,5,-0.6387977758945099,-1.0
090220,2017,2022,6,-0.46688722573444624,-1.0
090220,2018,2023,6,-0.5376509634705013,-1.0
090220,2017,2023,7,-0.4953657544634359,-1.0
090230,2017,2017,1,,0.0
090230,2018,2018,1,,0.0
090230,2019,2019,1,0.125,0.0
090230,2020,2020,1,0.7500000000000001,1.0
090230,2021,2021,1,-0.4375,1.0
090230,2022,2022,1,,1.0
090230,2023,2023,1,-0.7499999999999999,1.0
090230,2017,2018,2,0.09968868043022386,0.0
090230,2018,2019,2,-2.149205628704805,0.0
090230,2019,2020,2,1.7658700020398372,-1.0
090230,2020,2021,2,-0.47279709568996414,1.0
090230,2021,2022,2,-2.092213353571697,1.0
090230,2022,2023,2,-0.6678303395588137,1.0
090230,2017,2019,3,0.3357044291163722,0.0
090230,2018,2020,3,-0.22480608158887977,-1.0
090230,2019,2021,3,-0.28369454663789323,-1.0
090230,2020,2022,3,-0.20231958596713884,1.0
090230,2021,2023,3,-0.47344057743095846,1.0
090230,2017,2020,4,0.26093312343980624,-1.0
090230,2018,2021,4,-0.3669012384216022,-1.0
090230,2019,2022,4,-0.11460922532247018,-1.0
090230,2020,2023,4,-0.4307979161102831,1.0
090230,2017,2021,5,-1.9480328145095656,-1.0
090230,2018,2022,5,-0.21224166236888603,-1.0
090230,2019,2023,5,-0.3358143336037446,-1.0
090230,2017,2022,6,-0.7154208182433435,-1.0
090230,2018,2023,6,-0.35695788167279435,-1.0
090230,2017,2023,7,-0.5754038200444116,-1.0
090240,2017,2017,1,,0.0
090240,2018,2018,1,,0.0
090240,2019,2019,1,,0.0
090240,2020,2020,1,0.35000000000000003,1.0
090240,2021,2021,1,-0.9523809523809524,1.0
090240,2022,2022,1,,1.0
090240,2023,2023,1,,1.0
090240,2017,2018,2,0.3948757285591364,0.0
090240,2018,2019,2,-0.5223776948256312,0.0
090240,2019,2020,2,-0.06691978471926578,-1.0
090240,2020,2021,2,-0.2034104018854142,1.0
090240,2021,2022,2,-0.6655293374080944,1.0
090240,2022,2023,2,-0.33117459259382487,1.0
090240,2017,2019,3,-0.3328034920109586,0.0
090240,2018,2020,3,0.6052732725715241,-1.0
090240,2019,2021,3,-0.43950639323499385,-1.0
090240,2020,2022,3,-0.33865468816687805,1.0
090240,2021,2023,3,0.7861720458592465,1.0
090240,2017,2020,4,3.5777427253657352,-1.0
090240,2018,2021,4,-0.5896162730115029,-1.0
090240,2019,2022,4,-0.4786771550601033,-1.0
090240,2020,2023,4,-0.38477633937107447,1.0
090240,2017,2021,5,-0.5021964618330689,-1.0
090240,2018,2022,5,-0.5377573493047838,-1.0
090240,2019,2023,5,-0.5794056767319163,-1.0
090240,2017,2022,6,-0.5021928674684732,-1.0
090240,2018,2023,6,-0.6244431618482409,-1.0
090240,2017,2023,7,-0.5718677364701374,-1.0
090300,2017,2017,1,,0.0
090300,2018,2018,1,,0.0
090300,2019,2019,1,,0.0
090300,2020,2020,1,,1.0
090300,2021,2021,1,,1.0
090300,2022,2022,1,,1.0
090300,2023,2023,1,,1.0
090300,2017,2018,2,,0.0
090300,2018,2019,2,,0.0
090300,2019,2020,2,,-1.0
090300,2020,2021,2,,1.0
090300,2021,2022,2,,1.0
090300,2022,2023,2,,1.0
090300,2017,2019,3,,0.0
090300,2018,2020,3,,-1.0
090300,2019,2021,3,,-1.0
090300,2020,2022,3,,1.0
090300,2021,2023,3,,1.0
090300,2017,2020,4,,-1.0
090300,2018,2021,4,,-1.0
090300,2019,2022,4,,-1.0
090300,2020,2023,4,,1.0
090300,2017,2021,5,,-1.0
090300,2018,2022,5,,-1.0
090300,2019,2023,5,,-1.0
090300,2017,2022,6,,-1.0
090300,2018,2023,6,,-1.0
090300,2017,2023,7,,-1.0
090411,2017,2017,1,,0.0
090411,2018,2018,1,,0.0
090411,2019,2019,1,,0.0
090411,2020,2020,1,,1.0
090411,2021,2021,1,,1.0
090411,2022,2022,1,,1.0
090411,2023,2023,1,,1.0
090411,2017,2018,2,,0.0
090411,2018,2019,2,2.0670026711451097,0.0
090411,2019,2020,2,-0.37681774185253736,-1.0
090411,2020,2021,2,1.234362503559991,1.0
090411,2021,2022,2,,1.0
090411,2022,2023,2,,1.0
090411,2017,2019,3,2.0670026711451097,0.0
090411,2018,2020,3,0.578276964840654,-1.0
090411,2019,2021,3,0.35992928474960184,-1.0
090411,2020,2022,3,1.234362503559991,1.0
090411,2021,2023,3,-0.46695532697492875,1.0
090411,2017,2020,4,0.578276964840654,-1.0
090411,2018,2021,4,0.6704765965860316,-1.0
090411,2019,2022,4,0.35992928474960184,-1.0
090411,2020,2023,4,-0.24452052698688656,1.0
090411,2017,2021,5,0.6704765965860316,-1.0
090411,2018,2022,5,0.6704765965860316,-1.0
090411,2019,2023,5,-0.23382834198073169,-1.0
090411,2017,2022,6,0.6704765965860316,-1.0
090411,2018,2023,6,-0.06305520721967824,-1.0
090411,2017,2023,7,-0.06305520721967824,-1.0
090412,2017,2017,1,,0.0
090412,2018,2018,1,,0.0
090412,2019,2019,1,-1.75,0.0
090412,2020,2020,1,,1.0
090412,2021,2021,1,0.2222222222222222,1.0
090412,2022,2022,1,,1.0
090412,2023,2023,1,6.000000000000001,1.0
090412,2017,2018,2,-0.12167731223033912,0.0
090412,2018,2019,2,-0.24885750303860119,0.0
090412,2019,2020,2,-0.39927891113659103,-1.0
090412,2020,2021,2,-0.42030933383561614,1.0
090412,2021,2022,2,-1.4264108042373258,1.0
090412,2022,2023,2,0.9529040322054747,1.0
090412,2017,2019,3,-0.21304029325545415,0.0
090412,2018,2020,3,-0.46891182785764024,-1.0
090412,2019,2021,3,-0.4079598041904666,-1.0
090412,2020,2022,3,0.5118856514047158,1.0
090412,2021,2023,3,-0.7585305297969187,1.0
090412,2017,2020,4,-0.6161802329193764,-1.0
090412,2018,2021,4,-0.43213523473585763,-1.0
090412,2019,2022,4,-0.20504110539462767,-1.0
090412,2020,2023,4,2.2347617883915754,1.0
090412,2017,2021,5,-0.46560133058034037,-1.0
090412,2018,2022,5,-0.25836432243508667,-1.0
090412,2019,2023,5,-0.18720140029665291,-1.0
090412,2017,2022,6,-0.29123197820010593,-1.0
090412,2018,2023,6,-0.24607698075952228,-1.0
090412,2017,2023,7,-0.2788332207175099,-1.0
090421,2017,2017,1,,0.0
090421,2018,2018,1,,0.0
090421,2019,2019,1,,0.0
090421,2020,2020,1,,1.0
090421,2021,2021,1,,1.0
090421,2022,2022,1,,1.0
090421,2023,2023,1,,1.0
090421,2017,2018,2,-0.010866398860473966,0.0
090421,2018,2019,2,-0.16302756929032208,0.0
090421,2019,2020,2,-0.18843307372164275,-1.0
090421,2020,2021,2,,1.0
090421,2021,2022,2,,1.0
090421,2022,2023,2,,1.0
090421,2017,2019,3,0.42752481739265147,0.0
090421,2018,2020,3,-0.20997603315810265,-1.0
090421,2019,2021,3,-0.18843307372164275,-1.0
090421,2020,2022,3,,1.0
090421,2021,2023,3,,1.0
090421,2017,2020,4,-0.08968673047928047,-1.0
090421,2018,2021,4,-0.20997603315810265,-1.0
090421,2019,2022,4,-0.18843307372164275,-1.0
090421,2020,2023,4,,1.0
090421,2017,2021,5,-0.08968673047928047,-1.0
090421,2018,2022,5,-0.20997603315810265,-1.0
090421,2019,2023,5,-0.18843307372164275,-1.0
090421,2017,2022,6,-0.08968673047928047,-1.0
090421,2018,2023,6,-0.20997603315810265,-1.0
090421,2017,2023,7,-0.08968673047928047,-1.0
090422,2017,2017,1,,0.0
090422,2018,2018,1,,0.0
090422,2019,2019,1,,0.0
090422,2020,2020,1,,1.0
090422,2021,2021,1,,1.0
090422,2022,2022,1,,1.0
090422,2023,2023,1,,1.0
090422,2017,2018,2,1.0561058773765397,0.0
090422,2018,2019,2,-0.002104530997481376,0.0
090422,2019,2020,2,1.0655351875281405,-1.0
090422,2020,2021,2,0.1764266632942137,1.0
090422,2021,2022,2,-0.2377867405191286,1.0
090422,2022,2023,2,,1.0
090422,2017,2019,3,0.32406780394167384,0.0
090422,2018,2020,3,-1.7882868119627595,-1.0
090422,2019,2021,3,-11.447503095007562,-1.0
090422,2020,2022,3,-1.398349781943538,1.0
090422,2021,2023,3,-0.2377867405191286,1.0
090422,2017,2020,4,-0.20393246789834735,-1.0
090422,2018,2021,4,-1.168941024967323,-1.0
090422,2019,2022,4,0.7141405922305315,-1.0
090422,2020,2023,4,-1.398349781943538,1.0
090422,2017,2021,5,-0.45964606517338974,-1.0
090422,2018,2022,5,-6.536890812032445,-1.0
090422,2019,2023,5,0.7141405922305315,-1.0
090422,2017,2022,6,-0.7405446554792913,-1.0
090422,2018,2023,6,-6.536890812032445,-1.0
090422,2017,2023,7,-0.7405446554792913,-1.0
090619,2017,2017,1,,0.0
090619,2018,2018,1,,0.0
090619,2019,2019,1,,0.0
090619,2020,2020,1,,1.0
090619,2021,2021,1,,1.0
090619,2022,2022,1,,1.0
090619,2023,2023,1,,1.0
090619,2017,2018,2,,0.0
090619,2018,2019,2,,0.0
090619,2019,2020,2,,-1.0
090619,2020,2021,2,,1.0
090619,2021,2022,2,,1.0
090619,2022,2023,2,,1.0
090619,2017,2019,3,,0.0
090619,2018,2020,3,,-1.0
090619,2019,2021,3,,-1.0
090619,2020,2022,3,,1.0
090619,2021,2023,3,,1.0
090619,2017,2020,4,,-1.0
090619,2018,2021,4,,-1.0
090619,2019,2022,4,,-1.0
090619,2020,2023,4,,1.0
090619,2017,2021,5,,-1.0
090619,2018,2022,5,,-1.0
090619,2019,2023,5,,-1.0
090619,2017,2022,6,,-1.0
090619,2018,2023,6,,-1.0
090619,2017,2023,7,,-1.0
090921,2017,2017,1,,0.0
090921,2018,2018,1,,0.0
090921,2019,2019,1,,0.0
090921,2020,2020,1,,1.0
090921,2021,2021,1,,1.0
090921,2022,2022,1,,1.0
090921,2023,2023,1,,1.0
090921,2017,2018,2,,0.0
090921,2018,2019,2,,0.0
090921,2019,2020,2,,-1.0
090921,2020,2021,2,,1.0
090921,2021,2022,2,,1.0
090921,2022,2023,2,,1.0
090921,2017,2019,3,,0.0
090921,2018,2020,3,,-1.0
090921,2019,2021,3,,-1.0
090921,2020,2022,3,,1.0
090921,2021,2023,3,,1.0
090921,2017,2020,4,,-1.0
090921,2018,2021,4,,-1.0
090921,2019,2022,4,,-1.0
090921,2020,2023,4,,1.0
090921,2017,2021,5,,-1.0
090921,2018,2022,5,,-1.0
090921,2019,2023,5,,-1.0
090921,2017,2022,6,,-1.0
090921,2018,2023,6,,-1.0
090921,2017,2023,7,,-1.0
090931,2017,2017,1,,0.0
090931,2018,2018,1,,0.0
090931,2019,2019,1,,0.0
090931,2020,2020,1,,1.0
090931,2021,2021,1,,1.0
090931,2022,2022,1,,1.0
090931,2023,2023,1,,1.0
090931,2017,2018,2,,0.0
090931,2018,2019,2,,0.0
090931,2019,2020,2,,-1.0
090931,2020,2021,2,,1.0
090931,2021,2022,2,,1.0
090931,2022,2023,2,,1.0
090931,2017,2019,3,,0.0
090931,2018,2020,3,,-1.0
090931,2019,2021,3,,-1.0
090931,2020,2022,3,,1.0
090931,2021,2023,3,,1.0
090931,2017,2020,4,,-1.0
090931,2018,2021,4,,-1.0
090931,2019,2022,4,,-1.0
090931,2020,2023,4,,1.0
090931,2017,2021,5,,-1.0
090931,2018,2022,5,,-1.0
090931,2019,2023,5,,-1.0
090931,2017,2022,6,,-1.0
090931,2018,2023,6,,-1.0
090931,2017,2023,7,,-1.0
090932,2017,2017,1,,0.0
090932,2018,2018,1,,0.0
090932,2019,2019,1,,0.0
090932,2020,2020,1,,1.0
090932,2021,2021,1,,1.0
090932,2022,2022,1,,1.0
090932,2023,2023,1,,1.0
090932,2017,2018,2,,0.0
090932,2018,2019,2,,0.0
090932,2019,2020,2,,-1.0
090932,2020,2021,2,,1.0
090932,2021,2022,2,,1.0
090932,2022,2023,2,,1.0
090932,2017,2019,3,,0.0
090932,2018,2020,3,,-1.0
090932,2019,2021,3,,-1.0
090932,2020,2022,3,,1.0
090932,2021,2023,3,,1.0
090932,2017,2020,4,,-1.0
090932,2018,2021,4,,-1.0
090932,2019,2022,4,,-1.0
090932,2020,2023,4,,1.0
090932,2017,2021,5,,-1.0
090932,2018,2022,5,,-1.0
090932,2019,2023,5,,-1.0
090932,2017,2022,6,,-1.0
090932,2018,2023,6,,-1.0
090932,2017,2023,7,,-1.0
090961,2017,2017,1,,0.0
090961,2018,2018,1,,0.0
090961,2019,2019,1,,0.0
090961,2020,2020,1,,1.0
090961,2021,2021,1,,1.0
090961,2022,2022,1,,1.0
090961,2023,2023,1,,1.0
090961,2017,2018,2,,0.0
090961,2018,2019,2,,0.0
090961,2019,2020,2,,-1.0
090961,2020,2021,2,,1.0
090961,2021,2022,2,,1.0
090961,2022,2023,2,,1.0
090961,2017,2019,3,,0.0
090961,2018,2020,3,,-1.0
090961,2019,2021,3,,-1.0
090961,2020,2022,3,,1.0
090961,2021,2023,3,,1.0
090961,2017,2020,4,-0.6826542682185864,-1.0
090961,2018,2021,4,,-1.0
090961,2019,2022,4,,-1.0
090961,2020,2023,4,,1.0
090961,2017,2021,5,-0.6826542682185864,-1.0
090961,2018,2022,5,,-1.0
090961,2019,2023,5,,-1.0
090961,2017,2022,6,-0.6826542682185864,-1.0
090961,2018,2023,6,,-1.0
090961,2017,2023,7,-0.6826542682185864,-1.0
090962,2017,2017,1,,0.0
090962,2018,2018,1,,0.0
090962,2019,2019,1,,0.0
090962,2020,2020,1,,1.0
090962,2021,2021,1,,1.0
090962,2022,2022,1,,1.0
090962,2023,2023,1,,1.0
090962,2017,2018,2,-4.090321856578559,0.0
090962,2018,2019,2,,0.0
090962,2019,2020,2,,-1.0
090962,2020,2021,2,,1.0
090962,2021,2022,2,,1.0
090962,2022,2023,2,,1.0
090962,2017,2019,3,-4.090321856578559,0.0
090962,2018,2020,3,,-1.0
090962,2019,2021,3,,-1.0
090962,2020,2022,3,,1.0
090962,2021,2023,3,,1.0
090962,2017,2020,4,-4.090321856578559,-1.0
090962,2018,2021,4,,-1.0
090962,2019,2022,4,,-1.0
090962,2020,2023,4,,1.0
090962,2017,2021,5,-4.090321856578559,-1.0
090962,2018,2022,5,,-1.0
090962,2019,2023,5,,-1.0
090962,2017,2022,6,-4.090321856578559,-1.0
090962,2018,2023,6,,-1.0
090962,2017,2023,7,-4.090321856578559,-1.0
091011,2017,2017,1,,0.0
091011,2018,2018,1,,0.0
091011,2019,2019,1,,0.0
091011,2020,2020,1,,1.0
091011,2021,2021,1,,1.0
091011,2022,2022,1,,1.0
091011,2023,2023,1,,1.0
091011,2017,2018,2,,0.0
091011,2018,2019,2,,0.0
091011,2019,2020,2,,-1.0
091011,2020,2021,2,,1.0
091011,2021,2022,2,,1.0
091011,2022,2023,2,,1.0
091011,2017,2019,3,0.08512025618368842,0.0
091011,2018,2020,3,,-1.0
091011,2019,2021,3,-0.3944217880151836,-1.0
091011,2020,2022,3,,1.0
091011,2021,2023,3,,1.0
091011,2017,2020,4,0.08512025618368842,-1.0
091011,2018,2021,4,-0.3944217880151836,-1.0
091011,2019,2022,4,-0.3944217880151836,-1.0
091011,2020,2023,4,,1.0
091011,2017,2021,5,-0.42288383814098435,-1.0
091011,2018,2022,5,-0.3944217880151836,-1.0
091011,2019,2023,5,-0.3944217880151836,-1.0
091011,2017,2022,6,-0.42288383814098435,-1.0
091011,2018,2023,6,-0.3944217880151836,-1.0
091011,2017,2023,7,-0.42288383814098435,-1.0
091012,2017,2017,1,,0.0
091012,2018,2018,1,,0.0
091012,2019,2019,1,,0.0
091012,2020,2020,1,,1.0
091012,2021,2021,1,,1.0
091012,2022,2022,1,,1.0
091012,2023,2023,1,,1.0
091012,2017,2018,2,-0.15493190342427884,0.0
091012,2018,2019,2,-0.6170776029435486,0.0
091012,2019,2020,2,-0.1387068273074561,-1.0
091012,2020,2021,2,-0.22876801610392372,1.0
091012,2021,2022,2,,1.0
091012,2022,2023,2,,1.0
091012,2017,2019,3,0.09140958832582623,0.0
091012,2018,2020,3,-0.3077975326583396,-1.0
091012,2019,2021,3,-0.1707573537695404,-1.0
091012,2020,2022,3,-0.22876801610392372,1.0
091012,2021,2023,3,,1.0
091012,2017,2020,4,10.295704323748355,-1.0
091012,2018,2021,4,-0.2539915062727004,-1.0
091012,2019,2022,4,-0.1707573537695404,-1.0
091012,2020,2023,4,-0.22876801610392372,1.0
091012,2017,2021,5,-0.42991249613998256,-1.0
091012,2018,2022,5,-0.2539915062727004,-1.0
091012,2019,2023,5,-0.1707573537695404,-1.0
091012,2017,2022,6,-0.42991249613998256,-1.0
091012,2018,2023,6,-0.2539915062727004,-1.0
091012,2017,2023,7,-0.42991249613998256,-1.0
091030,2017,2017,1,,0.0
091030,2018,2018,1,,0.0
091030,2019,2019,1,,0.0
091030,2020,2020,1,,1.0
091030,2021,2021,1,,1.0
091030,2022,2022,1,,1.0
091030,2023,2023,1,,1.0
091030,2017,2018,2,,0.0
091030,2018,2019,2,0.027268592114099297,0.0
091030,2019,2020,2,,-1.0
091030,2020,2021,2,-1.7653371907564237,1.0
091030,2021,2022,2,,1.0
091030,2022,2023,2,,1.0
091030,2017,2019,3,0.027268592114099297,0.0
091030,2018,2020,3,-0.34087446642427344,-1.0
091030,2019,2021,3,-2.098568012737688,-1.0
091030,2020,2022,3,-1.7653371907564237,1.0
091030,2021,2023,3,,1.0
091030,2017,2020,4,-0.34087446642427344,-1.0
091030,2018,2021,4,-1.24088539852049,-1.0
091030,2019,2022,4,-2.098568012737688,-1.0
091030,2020,2023,4,-1.7653371907564237,1.0
091030,2017,2021,5,-1.24088539852049,-1.0
091030,2018,2022,5,-1.24088539852049,-1.0
091030,2019,2023,5,-2.098568012737688,-1.0
091030,2017,2022,6,-1.24088539852049,-1.0
091030,2018,2023,6,-1.24088539852049,-1.0
091030,2017,2023,7,-1.24088539852049,-1.0
091091,2017,2017,1,1.0,0.0
091091,2018,2018,1,,0.0
091091,2019,2019,1,-0.09999999999999999,0.0
091091,2020,2020,1,11.0,1.0
091091,2021,2021,1,,1.0
091091,2022,2022,1,,1.0
091091,2023,2023,1,,1.0
091091,2017,2018,2,-4.754898009860962,0.0
091091,2018,2019,2,1.6624315096846412,0.0
091091,2019,2020,2,-0.839163532671961,-1.0
091091,2020,2021,2,-0.5335297894199,1.0
091091,2021,2022,2,0.04410194598470126,1.0
091091,2022,2023,2,,1.0
091091,2017,2019,3,1.1874288540952491,0.0
091091,2018,2020,3,10.268146487030513,-1.0
091091,2019,2021,3,-0.2833933540687572,-1.0
091091,2020,2022,3,7.1272695329105735,1.0
091091,2021,2023,3,0.04410194598470126,1.0
091091,2017,2020,4,3.701763384385185,-1.0
091091,2018,2021,4,1.17342636725435,-1.0
091091,2019,2022,4,1.663295660476544,-1.0
091091,2020,2023,4,7.1272695329105735,1.0
091091,2017,2021,5,1.2037673369485604,-1.0
091091,2018,2022,5,5.187054479877626,-1.0
091091,2019,2023,5,1.663295660476544,-1.0
091091,2017,2022,6,2.0146613621851714,-1.0
091091,2018,2023,6,5.187054479877626,-1.0
091091,2017,2023,7,2.0146613621851714,-1.0
091099,2017,2017,1,,0.0
091099,2018,2018,1,,0.0
091099,2019,2019,1,,0.0
091099,2020,2020,1,,1.0
091099,2021,2021,1,-2.0,1.0
091099,2022,2022,1,,1.0
091099,2023,2023,1,,1.0
091099,2017,2018,2,-0.48439473286999163,0.0
091099,2018,2019,2,0.15260705162170374,0.0
091099,2019,2020,2,0.02639587516975464,-1.0
091099,2020,2021,2,0.2857959056393239,1.0
091099,2021,2022,2,0.03459057472940185,1.0
091099,2022,2023,2,,1.0
091099,2017,2019,3,-0.8303651601578315,0.0
091099,2018,2020,3,0.05687373337377324,-1.0
091099,2019,2021,3,0.8306892067303626,-1.0
091099,2020,2022,3,0.39500579989039813,1.0
091099,2021,2023,3,0.03459057472940185,1.0
091099,2017,2020,4,0.9026012181315384,-1.0
091099,2018,2021,4,-1.7521236133912284,-1.0
091099,2019,2022,4,1.7727072043067835,-1.0
091099,2020,2023,4,0.39500579989039813,1.0
091099,2017,2021,5,-0.17679101046172874,-1.0
091099,2018,2022,5,-0.9525563326386464,-1.0
091099,2019,2023,5,1.7727072043067835,-1.0
091099,2017,2022,6,-0.14096951896457913,-1.0
091099,2018,2023,6,-0.9525563326386464,-1.0
091099,2017,2023,7,-0.14096951896457913,-1.0
